"person_id","study_id","language","gender","age","education","hg_1","hg_3","hg_4","hg_7","hg_10","hg_13","pp_1","pp_6","pp_8","pp_11","pp_12","pp_14","pp_15","pp_17","mc_1","mc_2","mc_3","mc_7","mc_15","mc_18","mc_20","mc_23","hg","pp","mc","cr","cp","cc"
"02_1013","02","DE","f",23,3,6,4,NA,3,4,6,2,NA,2,NA,5,2,3,NA,6,NA,5,NA,NA,5,5,5,4.6,2.8,5.2,NA,NA,NA
"02_1014","02","DE","f",25,3,3,2,NA,4,4,6,1,NA,3,NA,2,2,2,NA,4,NA,5,NA,NA,4,2,3,3.8,2,3.6,NA,NA,NA
"02_1021","02","DE","f",20,3,5,3,NA,3,1,4,2,NA,3,NA,4,3,3,NA,5,NA,4,NA,NA,3,4,3,3.2,3,3.8,NA,NA,NA
"02_1023","02","DE","f",27,3,5,3,NA,2,5,5,1,NA,1,NA,1,1,2,NA,2,NA,5,NA,NA,1,1,1,4,1.2,2,NA,NA,NA
"02_1024","02","DE","f",28,3,2,4,NA,4,2,6,5,NA,3,NA,6,4,3,NA,4,NA,3,NA,NA,3,5,2,3.6,4.2,3.4,NA,NA,NA
"02_1025","02","DE","f",22,3,6,1,NA,1,1,4,5,NA,5,NA,3,6,4,NA,1,NA,4,NA,NA,2,3,3,2.6,4.6,2.6,NA,NA,NA
"02_1026","02","DE","m",54,5,3,4,NA,4,3,4,4,NA,3,NA,6,1,4,NA,5,NA,4,NA,NA,2,4,3,3.6,3.6,3.6,NA,NA,NA
"02_1028","02","DE","f",18,3,5,5,NA,4,4,6,5,NA,5,NA,5,2,4,NA,3,NA,4,NA,NA,4,3,3,4.8,4.2,3.4,NA,NA,NA
"02_1030","02","DE","f",18,3,4,4,NA,5,3,5,4,NA,3,NA,3,3,4,NA,3,NA,3,NA,NA,3,3,5,4.2,3.4,3.4,NA,NA,NA
"02_1031","02","DE","f",56,5,4,4,NA,3,2,4,4,NA,4,NA,2,4,4,NA,4,NA,3,NA,NA,3,4,2,3.4,3.6,3.2,NA,NA,NA
"02_1032","02","DE","m",37,5,6,1,NA,1,1,1,1,NA,1,NA,3,1,4,NA,1,NA,6,NA,NA,1,3,3,2,2,2.8,NA,NA,NA
"02_1033","02","DE","f",39,5,4,3,NA,4,4,3,4,NA,3,NA,3,4,3,NA,3,NA,4,NA,NA,3,3,3,3.6,3.4,3.2,NA,NA,NA
"02_1035","02","DE","f",22,3,5,3,NA,4,2,3,3,NA,5,NA,5,5,3,NA,2,NA,5,NA,NA,5,2,5,3.4,4.2,3.8,NA,NA,NA
"02_1036","02","DE","m",32,6,4,5,NA,6,3,5,5,NA,6,NA,4,4,5,NA,6,NA,6,NA,NA,2,6,6,4.6,4.8,5.2,NA,NA,NA
"02_1037","02","DE","m",58,3,5,5,NA,5,3,4,3,NA,3,NA,1,4,2,NA,5,NA,6,NA,NA,3,5,5,4.4,2.6,4.8,NA,NA,NA
"02_1039","02","DE","f",32,6,6,5,NA,5,4,4,6,NA,6,NA,6,5,6,NA,5,NA,6,NA,NA,4,6,5,4.8,5.8,5.2,NA,NA,NA
"02_1040","02","DE","f",31,5,5,5,NA,5,5,5,1,NA,1,NA,6,2,1,NA,5,NA,3,NA,NA,5,5,5,5,2.2,4.6,NA,NA,NA
"02_1041","02","DE","f",67,3,4,4,NA,4,5,6,2,NA,3,NA,3,3,2,NA,5,NA,5,NA,NA,2,3,4,4.6,2.6,3.8,NA,NA,NA
"02_1042","02","DE","f",61,5,5,5,NA,4,3,3,5,NA,4,NA,4,4,4,NA,5,NA,4,NA,NA,5,4,3,4,4.2,4.2,NA,NA,NA
"02_1043","02","DE","m",36,3,4,4,NA,5,2,4,5,NA,4,NA,4,4,4,NA,5,NA,6,NA,NA,4,4,4,3.8,4.2,4.6,NA,NA,NA
"02_1044","02","DE","f",58,6,4,3,NA,4,4,6,4,NA,3,NA,5,2,4,NA,5,NA,4,NA,NA,5,4,5,4.2,3.6,4.6,NA,NA,NA
"02_1045","02","DE","m",63,3,2,2,NA,3,2,3,4,NA,5,NA,6,4,5,NA,6,NA,5,NA,NA,3,5,6,2.4,4.8,5,NA,NA,NA
"02_1046","02","DE","f",44,3,3,1,NA,3,1,4,3,NA,3,NA,3,4,2,NA,2,NA,6,NA,NA,3,6,4,2.4,3,4.2,NA,NA,NA
"02_1047","02","DE","f",44,3,3,4,NA,4,4,4,4,NA,4,NA,3,4,3,NA,3,NA,4,NA,NA,3,3,3,3.8,3.6,3.2,NA,NA,NA
"02_1048","02","DE","f",34,5,5,4,NA,5,4,5,4,NA,6,NA,4,3,4,NA,5,NA,5,NA,NA,3,4,4,4.6,4.2,4.2,NA,NA,NA
"02_1049","02","DE","m",53,6,6,2,NA,4,2,4,4,NA,3,NA,5,4,4,NA,3,NA,3,NA,NA,3,2,3,3.6,4,2.8,NA,NA,NA
"02_1050","02","DE","m",24,3,5,4,NA,4,3,3,3,NA,3,NA,3,6,2,NA,3,NA,2,NA,NA,4,5,5,3.8,3.4,3.8,NA,NA,NA
"02_1051","02","DE","f",47,3,4,3,NA,3,3,4,4,NA,4,NA,4,4,4,NA,4,NA,4,NA,NA,3,4,4,3.4,4,3.8,NA,NA,NA
"02_1052","02","DE","f",40,3,5,3,NA,4,4,5,1,NA,2,NA,5,1,2,NA,3,NA,2,NA,NA,3,3,3,4.2,2.2,2.8,NA,NA,NA
"02_1053","02","DE","f",60,6,6,6,NA,6,6,6,3,NA,1,NA,1,1,1,NA,6,NA,3,NA,NA,4,5,5,6,1.4,4.6,NA,NA,NA
"02_1054","02","DE","m",29,3,5,2,NA,2,3,5,2,NA,5,NA,4,4,2,NA,4,NA,4,NA,NA,4,4,4,3.4,3.4,4,NA,NA,NA
"02_1055","02","DE","f",47,6,3,4,NA,4,4,4,4,NA,3,NA,3,4,4,NA,4,NA,3,NA,NA,4,3,4,3.8,3.6,3.6,NA,NA,NA
"02_1056","02","DE","f",42,6,4,4,NA,3,3,3,5,NA,4,NA,4,5,3,NA,4,NA,4,NA,NA,2,4,5,3.4,4.2,3.8,NA,NA,NA
"02_1060","02","DE","f",26,3,4,4,NA,3,3,4,3,NA,5,NA,4,2,3,NA,3,NA,3,NA,NA,3,3,4,3.6,3.4,3.2,NA,NA,NA
"02_1061","02","DE","f",33,5,5,2,NA,4,2,5,2,NA,3,NA,5,2,3,NA,6,NA,6,NA,NA,4,3,4,3.6,3,4.6,NA,NA,NA
"02_1063","02","DE","f",24,3,2,4,NA,6,4,4,2,NA,2,NA,3,2,2,NA,5,NA,2,NA,NA,2,3,4,4,2.2,3.2,NA,NA,NA
"02_1064","02","DE","f",34,6,4,3,NA,3,4,5,3,NA,4,NA,6,4,4,NA,4,NA,2,NA,NA,3,3,3,3.8,4.2,3,NA,NA,NA
"02_1065","02","DE","f",34,5,5,2,NA,4,2,6,4,NA,4,NA,3,4,2,NA,2,NA,4,NA,NA,2,1,4,3.8,3.4,2.6,NA,NA,NA
"02_1066","02","DE","f",31,3,4,3,NA,3,4,4,4,NA,4,NA,3,4,4,NA,3,NA,3,NA,NA,4,4,3,3.6,3.8,3.4,NA,NA,NA
"02_1069","02","DE","f",46,5,3,2,NA,2,2,3,4,NA,4,NA,3,4,4,NA,3,NA,4,NA,NA,3,2,3,2.4,3.8,3,NA,NA,NA
"02_1070","02","DE","f",27,3,4,2,NA,1,1,5,4,NA,2,NA,4,1,1,NA,4,NA,1,NA,NA,3,3,4,2.6,2.4,3,NA,NA,NA
"02_1072","02","DE","f",24,3,3,3,NA,3,3,5,3,NA,4,NA,4,5,4,NA,4,NA,3,NA,NA,3,3,4,3.4,4,3.4,NA,NA,NA
"02_1074","02","DE","f",64,6,5,2,NA,3,4,5,2,NA,3,NA,4,2,2,NA,6,NA,2,NA,NA,2,6,4,3.8,2.6,4,NA,NA,NA
"02_1079","02","DE","f",26,3,6,4,NA,5,1,3,1,NA,1,NA,2,1,1,NA,1,NA,1,NA,NA,1,1,2,3.8,1.2,1.2,NA,NA,NA
"02_1092","02","DE","f",32,3,4,4,NA,5,4,4,4,NA,3,NA,4,3,4,NA,3,NA,3,NA,NA,4,4,4,4.2,3.6,3.6,NA,NA,NA
"02_1097","02","DE","f",45,3,3,3,NA,3,2,3,4,NA,4,NA,4,4,4,NA,3,NA,4,NA,NA,3,3,3,2.8,4,3.2,NA,NA,NA
"02_1105","02","DE","m",49,3,6,5,NA,5,4,5,2,NA,4,NA,3,4,4,NA,5,NA,5,NA,NA,2,5,4,5,3.4,4.2,NA,NA,NA
"02_1127","02","DE","m",36,3,6,4,NA,4,3,4,4,NA,4,NA,4,4,4,NA,5,NA,4,NA,NA,3,5,4,4.2,4,4.2,NA,NA,NA
"02_1149","02","DE","m",39,3,4,3,NA,4,3,3,4,NA,5,NA,5,4,4,NA,4,NA,5,NA,NA,2,3,3,3.4,4.4,3.4,NA,NA,NA
"03_1431","03","DE","f",23,5,4,3,NA,3,4,4,5,NA,3,NA,3,2,3,NA,4,NA,6,NA,NA,4,3,4,3.6,3.2,4.2,NA,NA,NA
"03_1120","03","DE","f",37,NA,4,4,NA,4,5,4,4,NA,3,NA,3,2,3,NA,4,NA,5,NA,NA,4,5,4,4.2,3,4.4,NA,NA,NA
"03_912","03","DE","f",19,5,4,4,NA,4,4,4,3,NA,4,NA,5,3,2,NA,5,NA,3,NA,NA,4,3,3,4,3.4,3.6,NA,NA,NA
"03_1383","03","DE","m",24,5,2,3,NA,2,2,3,1,NA,2,NA,3,2,2,NA,5,NA,4,NA,NA,3,2,5,2.4,2,3.8,NA,NA,NA
"03_1337","03","DE","m",23,5,3,2,NA,3,6,5,3,NA,2,NA,5,1,3,NA,6,NA,5,NA,NA,4,6,5,3.8,2.8,5.2,NA,NA,NA
"03_1079","03","DE","m",55,5,5,3,NA,5,5,5,3,NA,2,NA,4,4,4,NA,5,NA,5,NA,NA,2,5,4,4.6,3.4,4.2,NA,NA,NA
"03_1309","03","DE","m",23,6,4,2,NA,4,3,6,2,NA,1,NA,3,1,2,NA,6,NA,4,NA,NA,3,5,5,3.8,1.8,4.6,NA,NA,NA
"03_1349","03","DE","m",27,6,6,4,NA,4,4,5,5,NA,4,NA,4,4,4,NA,4,NA,3,NA,NA,4,4,4,4.6,4.2,3.8,NA,NA,NA
"03_1090","03","DE","m",56,5,2,3,NA,4,3,4,3,NA,2,NA,4,3,3,NA,5,NA,4,NA,NA,3,4,4,3.2,3,4,NA,NA,NA
"03_1063","03","DE","f",20,5,2,2,NA,4,4,5,4,NA,3,NA,4,3,3,NA,2,NA,5,NA,NA,5,2,4,3.4,3.4,3.6,NA,NA,NA
"03_1306","03","DE","f",21,5,5,4,NA,5,4,4,3,NA,4,NA,3,4,3,NA,6,NA,5,NA,NA,4,4,5,4.4,3.4,4.8,NA,NA,NA
"03_1012","03","DE","f",26,6,4,2,NA,2,5,4,2,NA,3,NA,4,3,3,NA,5,NA,5,NA,NA,3,3,3,3.4,3,3.8,NA,NA,NA
"03_962","03","DE","f",24,6,4,4,NA,4,4,5,4,NA,3,NA,5,3,3,NA,3,NA,3,NA,NA,3,3,4,4.2,3.6,3.2,NA,NA,NA
"03_1378","03","DE","m",69,6,4,4,NA,2,4,4,5,NA,3,NA,5,4,4,NA,5,NA,4,NA,NA,4,4,4,3.6,4.2,4.2,NA,NA,NA
"03_1446","03","DE","f",23,5,3,3,NA,1,4,4,4,NA,4,NA,5,4,3,NA,5,NA,5,NA,NA,4,5,3,3,4,4.4,NA,NA,NA
"03_1380","03","DE","m",68,5,4,2,NA,3,5,2,6,NA,2,NA,6,5,6,NA,6,NA,6,NA,NA,3,6,6,3.2,5,5.4,NA,NA,NA
"03_1061","03","DE","m",27,5,5,3,NA,2,3,2,4,NA,4,NA,6,5,4,NA,4,NA,6,NA,NA,2,2,2,3,4.6,3.2,NA,NA,NA
"03_1350","03","DE","f",24,6,4,4,NA,3,5,5,4,NA,5,NA,6,4,5,NA,5,NA,5,NA,NA,5,3,5,4.2,4.8,4.6,NA,NA,NA
"03_1415","03","DE","m",26,5,5,6,NA,4,5,6,2,NA,1,NA,3,2,3,NA,4,NA,5,NA,NA,1,3,2,5.2,2.2,3,NA,NA,NA
"03_1170","03","DE","m",19,5,4,4,NA,3,4,4,4,NA,3,NA,4,4,3,NA,5,NA,2,NA,NA,5,3,3,3.8,3.6,3.6,NA,NA,NA
"03_1080","03","DE","f",21,5,4,5,NA,5,5,5,1,NA,2,NA,4,1,1,NA,3,NA,5,NA,NA,2,3,2,4.8,1.8,3,NA,NA,NA
"03_1411","03","DE","f",34,NA,5,4,NA,4,4,5,5,NA,4,NA,5,5,5,NA,5,NA,5,NA,NA,4,5,5,4.4,4.8,4.8,NA,NA,NA
"03_1147","03","DE","m",23,5,4,3,NA,3,4,4,4,NA,4,NA,4,5,3,NA,4,NA,3,NA,NA,3,4,5,3.6,4,3.8,NA,NA,NA
"03_1317","03","DE","f",24,5,5,4,NA,3,3,4,5,NA,5,NA,4,4,3,NA,4,NA,4,NA,NA,3,4,3,3.8,4.2,3.6,NA,NA,NA
"03_1022","03","DE","f",23,5,4,4,NA,3,5,6,5,NA,3,NA,5,3,5,NA,3,NA,4,NA,NA,3,4,4,4.4,4.2,3.6,NA,NA,NA
"03_1017","03","DE","m",22,6,4,3,NA,2,3,4,3,NA,4,NA,3,3,3,NA,4,NA,5,NA,NA,3,4,4,3.2,3.2,4,NA,NA,NA
"03_1112","03","DE","m",24,6,3,3,NA,5,3,5,5,NA,4,NA,3,4,3,NA,6,NA,5,NA,NA,4,6,5,3.8,3.8,5.2,NA,NA,NA
"03_996","03","DE","f",22,5,6,4,NA,4,5,5,4,NA,3,NA,5,3,1,NA,3,NA,2,NA,NA,3,3,4,4.8,3.2,3,NA,NA,NA
"03_1200","03","DE","f",19,5,5,1,NA,2,3,2,4,NA,3,NA,6,3,3,NA,6,NA,5,NA,NA,4,6,4,2.6,3.8,5,NA,NA,NA
"03_1550","03","DE","f",47,6,4,4,NA,4,6,6,5,NA,5,NA,6,4,4,NA,6,NA,5,NA,NA,4,4,6,4.8,4.8,5,NA,NA,NA
"03_1021","03","DE","f",19,5,5,5,NA,4,5,5,2,NA,1,NA,4,2,2,NA,4,NA,1,NA,NA,2,1,1,4.8,2.2,1.8,NA,NA,NA
"03_1109","03","DE","f",20,5,5,5,NA,4,5,6,2,NA,2,NA,4,1,2,NA,3,NA,4,NA,NA,4,3,4,5,2.2,3.6,NA,NA,NA
"03_925","03","DE","f",26,6,3,3,NA,4,4,6,3,NA,4,NA,3,5,3,NA,4,NA,6,NA,NA,4,4,2,4,3.6,4,NA,NA,NA
"03_1135","03","DE","f",27,5,4,3,NA,2,4,4,4,NA,2,NA,4,2,3,NA,3,NA,5,NA,NA,3,3,3,3.4,3,3.4,NA,NA,NA
"03_1494","03","DE","m",23,5,4,3,NA,3,5,4,3,NA,4,NA,5,3,3,NA,5,NA,5,NA,NA,4,3,3,3.8,3.6,4,NA,NA,NA
"03_1157","03","DE","m",19,5,6,6,NA,5,4,6,6,NA,4,NA,5,5,3,NA,6,NA,4,NA,NA,3,6,5,5.4,4.6,4.8,NA,NA,NA
"03_1233","03","DE","f",26,5,1,5,NA,5,5,6,2,NA,4,NA,5,2,2,NA,5,NA,2,NA,NA,5,5,5,4.4,3,4.4,NA,NA,NA
"03_1065","03","DE","f",25,5,4,5,NA,3,5,6,2,NA,2,NA,1,1,1,NA,4,NA,2,NA,NA,3,4,1,4.6,1.4,2.8,NA,NA,NA
"03_1029","03","DE","f",56,6,6,3,NA,3,4,4,5,NA,3,NA,6,3,5,NA,5,NA,5,NA,NA,4,5,5,4,4.4,4.8,NA,NA,NA
"03_1081","03","DE","f",75,6,4,3,NA,3,3,5,4,NA,4,NA,4,4,4,NA,5,NA,3,NA,NA,3,5,5,3.6,4,4.2,NA,NA,NA
"03_1467","03","DE","f",23,5,6,4,NA,2,5,5,2,NA,2,NA,5,3,4,NA,2,NA,5,NA,NA,3,3,4,4.4,3.2,3.4,NA,NA,NA
"03_1304","03","DE","f",21,5,5,4,NA,3,4,5,3,NA,2,NA,3,2,1,NA,6,NA,5,NA,NA,4,5,4,4.2,2.2,4.8,NA,NA,NA
"03_1328","03","DE","f",37,6,3,2,NA,1,3,5,3,NA,3,NA,4,3,1,NA,3,NA,3,NA,NA,3,2,3,2.8,2.8,2.8,NA,NA,NA
"03_1377","03","DE","f",35,6,5,4,NA,5,5,5,5,NA,3,NA,6,4,5,NA,5,NA,6,NA,NA,3,3,4,4.8,4.6,4.2,NA,NA,NA
"03_1162","03","DE","m",57,6,5,4,NA,3,4,5,4,NA,4,NA,5,3,4,NA,4,NA,3,NA,NA,4,2,4,4.2,4,3.4,NA,NA,NA
"03_1319","03","DE","m",23,5,4,4,NA,3,4,4,4,NA,3,NA,5,3,4,NA,4,NA,5,NA,NA,5,4,4,3.8,3.8,4.4,NA,NA,NA
"03_1336","03","DE","f",23,6,4,4,NA,4,5,5,4,NA,2,NA,4,3,3,NA,5,NA,5,NA,NA,4,3,5,4.4,3.2,4.4,NA,NA,NA
"03_970","03","DE","f",22,6,4,4,NA,5,3,4,4,NA,4,NA,5,4,4,NA,4,NA,3,NA,NA,3,3,4,4,4.2,3.4,NA,NA,NA
"03_1224","03","DE","m",28,6,5,5,NA,5,5,4,6,NA,4,NA,6,4,4,NA,5,NA,5,NA,NA,3,5,5,4.8,4.8,4.6,NA,NA,NA
"03_1520","03","DE","f",23,6,4,5,NA,5,6,6,3,NA,2,NA,3,2,2,NA,6,NA,6,NA,NA,6,5,5,5.2,2.4,5.6,NA,NA,NA
"03_1418","03","DE","f",38,5,5,2,NA,4,4,6,3,NA,4,NA,5,3,2,NA,5,NA,5,NA,NA,4,4,3,4.2,3.4,4.2,NA,NA,NA
"03_1046","03","DE","f",23,5,5,5,NA,4,5,5,4,NA,4,NA,4,3,2,NA,5,NA,4,NA,NA,4,4,5,4.8,3.4,4.4,NA,NA,NA
"03_1235","03","DE","m",24,5,5,4,NA,5,4,5,4,NA,4,NA,5,4,3,NA,6,NA,5,NA,NA,3,4,5,4.6,4,4.6,NA,NA,NA
"03_1333","03","DE","f",23,6,4,3,NA,4,2,5,4,NA,2,NA,5,3,2,NA,4,NA,2,NA,NA,3,3,5,3.6,3.2,3.4,NA,NA,NA
"03_1151","03","DE","m",51,6,5,4,NA,4,6,3,4,NA,4,NA,4,4,4,NA,5,NA,5,NA,NA,4,4,4,4.4,4,4.4,NA,NA,NA
"03_1341","03","DE","f",56,5,4,3,NA,2,5,4,2,NA,2,NA,4,2,2,NA,4,NA,4,NA,NA,4,4,4,3.6,2.4,4,NA,NA,NA
"03_1338","03","DE","f",22,5,5,5,NA,5,6,6,4,NA,1,NA,5,2,3,NA,6,NA,4,NA,NA,4,5,4,5.4,3,4.6,NA,NA,NA
"03_966","03","DE","m",25,6,6,3,NA,4,6,6,5,NA,6,NA,6,6,6,NA,6,NA,6,NA,NA,6,4,6,5,5.8,5.6,NA,NA,NA
"03_1362","03","DE","f",23,5,5,4,NA,3,4,4,3,NA,3,NA,4,2,3,NA,3,NA,2,NA,NA,3,3,4,4,3,3,NA,NA,NA
"03_1187","03","DE","f",24,6,6,4,NA,4,4,5,3,NA,2,NA,2,1,3,NA,4,NA,5,NA,NA,4,4,5,4.6,2.2,4.4,NA,NA,NA
"03_1437","03","DE",NA,23,6,4,4,NA,4,4,6,2,NA,3,NA,4,3,2,NA,4,NA,3,NA,NA,3,3,3,4.4,2.8,3.2,NA,NA,NA
"03_1082","03","DE","m",21,5,4,5,NA,5,4,6,4,NA,4,NA,5,3,3,NA,4,NA,5,NA,NA,4,3,3,4.8,3.8,3.8,NA,NA,NA
"03_1371","03","DE","f",44,6,4,2,NA,3,5,6,1,NA,2,NA,1,1,1,NA,4,NA,4,NA,NA,3,2,4,4,1.2,3.4,NA,NA,NA
"03_969","03","DE","f",22,6,4,3,NA,3,4,4,5,NA,5,NA,5,4,4,NA,3,NA,5,NA,NA,4,3,4,3.6,4.6,3.8,NA,NA,NA
"03_1032","03","DE","m",24,5,5,2,NA,2,2,4,4,NA,3,NA,5,5,4,NA,4,NA,5,NA,NA,3,4,4,3,4.2,4,NA,NA,NA
"03_1171","03","DE","f",23,5,4,4,NA,2,5,6,2,NA,1,NA,3,1,1,NA,4,NA,3,NA,NA,4,4,4,4.2,1.6,3.8,NA,NA,NA
"03_1014","03","DE","f",23,5,4,3,NA,3,3,4,4,NA,5,NA,4,4,5,NA,3,NA,5,NA,NA,5,3,4,3.4,4.4,4,NA,NA,NA
"03_1535","03","DE","f",41,5,3,3,NA,4,3,5,2,NA,3,NA,5,2,2,NA,4,NA,4,NA,NA,3,4,3,3.6,2.8,3.6,NA,NA,NA
"04_223","04","DE","f",23,5,4,5,NA,3,4,3,4,NA,4,NA,5,3,4,NA,5,NA,2,NA,NA,3,4,3,3.8,4,3.4,NA,NA,NA
"04_224","04","DE","m",64,6,4,2,NA,2,2,4,3,NA,4,NA,3,3,3,NA,2,NA,3,NA,NA,2,2,1,2.8,3.2,2,NA,NA,NA
"04_225","04","DE","f",22,5,4,4,NA,4,4,5,5,NA,2,NA,3,2,2,NA,4,NA,2,NA,NA,3,3,4,4.2,2.8,3.2,NA,NA,NA
"04_226","04","DE","f",57,5,4,4,NA,2,3,5,2,NA,2,NA,5,2,2,NA,6,NA,4,NA,NA,4,5,5,3.6,2.6,4.8,NA,NA,NA
"04_228","04","DE","f",57,3,6,3,NA,5,5,4,3,NA,2,NA,4,1,4,NA,4,NA,5,NA,NA,3,5,5,4.6,2.8,4.4,NA,NA,NA
"04_230","04","DE","f",23,6,6,4,NA,3,4,5,2,NA,4,NA,4,2,3,NA,3,NA,3,NA,NA,3,2,4,4.4,3,3,NA,NA,NA
"04_231","04","DE","m",21,5,4,2,NA,2,1,5,5,NA,3,NA,5,4,3,NA,3,NA,2,NA,NA,3,1,4,2.8,4,2.6,NA,NA,NA
"04_232","04","DE","f",50,6,5,4,NA,3,5,5,3,NA,4,NA,5,3,4,NA,5,NA,5,NA,NA,5,4,5,4.4,3.8,4.8,NA,NA,NA
"04_233","04","DE","f",23,5,4,3,NA,3,4,4,5,NA,5,NA,5,2,3,NA,3,NA,4,NA,NA,3,3,3,3.6,4,3.2,NA,NA,NA
"04_236","04","DE","f",24,5,4,4,NA,4,4,5,4,NA,4,NA,5,5,3,NA,4,NA,5,NA,NA,4,4,4,4.2,4.2,4.2,NA,NA,NA
"04_242","04","DE","m",22,5,4,3,NA,4,4,4,5,NA,5,NA,5,6,4,NA,6,NA,5,NA,NA,6,5,6,3.8,5,5.6,NA,NA,NA
"04_243","04","DE","f",20,5,4,3,NA,3,4,6,4,NA,4,NA,4,3,3,NA,3,NA,5,NA,NA,4,3,5,4,3.6,4,NA,NA,NA
"04_244","04","DE","m",39,6,5,2,NA,4,5,4,4,NA,6,NA,5,5,2,NA,4,NA,6,NA,NA,5,4,5,4,4.4,4.8,NA,NA,NA
"04_252","04","DE","m",23,6,4,3,NA,3,4,3,4,NA,4,NA,4,4,3,NA,4,NA,4,NA,NA,4,4,3,3.4,3.8,3.8,NA,NA,NA
"04_257","04","DE",NA,29,6,4,3,NA,2,2,3,2,NA,1,NA,3,1,2,NA,2,NA,3,NA,NA,2,2,2,2.8,1.8,2.2,NA,NA,NA
"04_260","04","DE","m",23,5,5,5,NA,4,4,6,3,NA,4,NA,5,4,4,NA,6,NA,2,NA,NA,5,4,5,4.8,4,4.4,NA,NA,NA
"04_266","04","DE","f",46,5,6,5,NA,5,4,5,4,NA,5,NA,5,5,4,NA,5,NA,6,NA,NA,5,4,5,5,4.6,5,NA,NA,NA
"04_268","04","DE","f",53,6,5,4,NA,5,3,6,5,NA,6,NA,6,5,4,NA,6,NA,5,NA,NA,6,3,5,4.6,5.2,5,NA,NA,NA
"04_274","04","DE","m",22,5,4,5,NA,4,6,6,4,NA,3,NA,5,3,3,NA,6,NA,6,NA,NA,6,4,5,5,3.6,5.4,NA,NA,NA
"04_275","04","DE","f",55,5,4,4,NA,3,3,4,4,NA,4,NA,5,4,4,NA,3,NA,3,NA,NA,3,4,3,3.6,4.2,3.2,NA,NA,NA
"04_280","04","DE","m",22,3,3,3,NA,4,4,4,4,NA,3,NA,3,3,5,NA,6,NA,6,NA,NA,4,5,4,3.6,3.6,5,NA,NA,NA
"04_286","04","DE","m",22,3,5,4,NA,3,4,5,3,NA,3,NA,3,4,2,NA,4,NA,3,NA,NA,4,3,4,4.2,3,3.6,NA,NA,NA
"04_290","04","DE",NA,NA,5,5,4,NA,4,2,4,4,NA,4,NA,4,6,5,NA,5,NA,4,NA,NA,4,3,5,3.8,4.6,4.2,NA,NA,NA
"04_291","04","DE","m",22,5,3,3,NA,6,2,5,4,NA,3,NA,5,2,2,NA,2,NA,5,NA,NA,2,2,5,3.8,3.2,3.2,NA,NA,NA
"04_293","04","DE","m",23,3,4,3,NA,3,2,5,3,NA,4,NA,6,1,3,NA,4,NA,5,NA,NA,4,4,5,3.4,3.4,4.4,NA,NA,NA
"04_297","04","DE","f",22,NA,4,3,NA,5,2,3,2,NA,2,NA,4,3,3,NA,3,NA,2,NA,NA,2,2,1,3.4,2.8,2,NA,NA,NA
"04_300","04","DE","f",32,5,5,2,NA,3,2,5,4,NA,3,NA,5,5,1,NA,4,NA,4,NA,NA,3,3,5,3.4,3.6,3.8,NA,NA,NA
"04_309","04","DE","m",24,5,6,5,NA,4,5,5,6,NA,5,NA,6,5,4,NA,5,NA,5,NA,NA,5,5,5,5,5.2,5,NA,NA,NA
"04_311","04","DE","f",21,6,5,4,NA,4,3,4,4,NA,6,NA,6,5,5,NA,6,NA,4,NA,NA,5,6,4,4,5.2,5,NA,NA,NA
"04_313","04","DE","f",53,5,4,4,NA,4,4,4,5,NA,2,NA,5,5,4,NA,4,NA,6,NA,NA,4,4,5,4,4.2,4.6,NA,NA,NA
"04_323","04","DE","f",59,3,6,3,NA,1,3,6,2,NA,1,NA,4,3,2,NA,2,NA,3,NA,NA,2,2,1,3.8,2.4,2,NA,NA,NA
"04_324","04","DE","f",48,6,4,3,NA,3,2,4,3,NA,2,NA,5,2,3,NA,3,NA,5,NA,NA,4,3,2,3.2,3,3.4,NA,NA,NA
"04_327","04","DE","f",19,5,5,4,NA,4,3,4,4,NA,3,NA,4,3,5,NA,5,NA,4,NA,NA,6,4,4,4,3.8,4.6,NA,NA,NA
"04_330","04","DE","f",58,6,5,4,NA,4,3,4,3,NA,2,NA,2,4,2,NA,5,NA,5,NA,NA,4,5,5,4,2.6,4.8,NA,NA,NA
"04_344","04","DE","f",60,3,6,4,NA,4,5,5,4,NA,3,NA,4,4,4,NA,4,NA,5,NA,NA,4,4,4,4.8,3.8,4.2,NA,NA,NA
"04_346","04","DE","f",21,5,5,4,NA,4,4,4,4,NA,4,NA,3,4,4,NA,4,NA,4,NA,NA,5,3,4,4.2,3.8,4,NA,NA,NA
"04_350","04","DE","f",19,5,5,4,NA,5,4,5,3,NA,3,NA,5,3,3,NA,4,NA,3,NA,NA,3,3,3,4.6,3.4,3.2,NA,NA,NA
"04_351","04","DE","m",30,5,5,5,NA,5,3,4,3,NA,2,NA,6,1,2,NA,5,NA,5,NA,NA,5,5,5,4.4,2.8,5,NA,NA,NA
"04_354","04","DE","f",22,5,4,4,NA,4,5,4,4,NA,4,NA,4,4,4,NA,5,NA,5,NA,NA,5,4,4,4.2,4,4.6,NA,NA,NA
"04_371","04","DE","m",22,5,5,5,NA,4,5,5,4,NA,2,NA,3,1,2,NA,5,NA,6,NA,NA,6,3,5,4.8,2.4,5,NA,NA,NA
"04_372","04","DE","f",21,5,5,5,NA,4,4,5,4,NA,4,NA,4,3,3,NA,5,NA,5,NA,NA,5,4,3,4.6,3.6,4.4,NA,NA,NA
