"person_id","study_id","language","gender","age","education","hg_1","hg_3","hg_4","hg_7","hg_10","hg_13","pp_1","pp_6","pp_8","pp_11","pp_12","pp_14","pp_15","pp_17","mc_1","mc_2","mc_3","mc_7","mc_15","mc_18","mc_20","mc_23","hg","pp","mc","cr","cp","cc"
"12_1684","12","EN","m",39,4,2,5,NA,5,4,5,5,NA,5,NA,5,5,4,NA,5,NA,5,NA,NA,4,4,5,NA,NA,NA,4,4.5,4.5
"12_1613","12","EN","m",43,NA,1,2,NA,1,2,5,5,NA,5,NA,4,5,5,NA,5,NA,5,NA,NA,5,3,6,NA,NA,NA,1.5,5,4.5
"12_1240","12","EN","m",42,1,2,5,NA,3,3,5,1,NA,1,NA,4,1,2,NA,6,NA,1,NA,NA,3,5,6,NA,NA,NA,3.25,1.5,5.5
"12_1414","12","EN","m",23,1,2,2,NA,1,3,1,5,NA,4,NA,5,4,3,NA,2,NA,4,NA,NA,2,4,4,NA,NA,NA,2,4,4
"12_1417","12","EN","f",24,4,3,4,NA,4,3,4,3,NA,2,NA,4,4,4,NA,2,NA,4,NA,NA,4,4,3,NA,NA,NA,3.5,3.5,3.5
"12_1034","12","EN","m",30,1,4,4,NA,3,4,4,4,NA,3,NA,3,3,4,NA,4,NA,3,NA,NA,4,3,3,NA,NA,NA,3.75,4,3
"12_965","12","EN","m",29,6,3,4,NA,5,4,5,3,NA,3,NA,4,4,4,NA,3,NA,3,NA,NA,4,3,4,NA,NA,NA,4,3.5,3.5
"12_1106","12","EN","m",49,4,5,5,NA,5,5,5,4,NA,5,NA,5,5,5,NA,3,NA,5,NA,NA,4,5,5,NA,NA,NA,5,4.5,5
"12_863","12","EN","f",64,6,4,2,NA,2,2,5,2,NA,3,NA,4,2,2,NA,4,NA,5,NA,NA,4,4,6,NA,NA,NA,2.5,2,5
"12_1185","12","EN","m",35,4,2,5,NA,6,3,1,3,NA,5,NA,6,1,5,NA,6,NA,2,NA,NA,5,5,3,NA,NA,NA,4,4,4
"12_1186","12","EN","f",29,6,6,1,NA,3,3,5,1,NA,3,NA,3,6,1,NA,2,NA,3,NA,NA,6,1,1,NA,NA,NA,3.25,1,1
"12_933","12","EN","m",38,6,4,4,NA,4,4,5,5,NA,4,NA,5,2,3,NA,6,NA,6,NA,NA,5,4,5,NA,NA,NA,4,4,4.5
"12_930","12","EN","m",21,1,5,4,NA,3,4,5,3,NA,3,NA,5,3,5,NA,4,NA,3,NA,NA,5,4,3,NA,NA,NA,4,4,3.5
"12_1065","12","EN","f",27,6,3,1,NA,2,1,5,3,NA,3,NA,3,4,3,NA,3,NA,2,NA,NA,4,3,1,NA,NA,NA,1.75,3,2
"12_1143","12","EN","m",47,6,3,2,NA,3,2,6,2,NA,2,NA,5,3,2,NA,4,NA,1,NA,NA,5,2,1,NA,NA,NA,2.5,2,1.5
"12_2913","12","EN","f",32,4,3,2,NA,3,1,2,2,NA,2,NA,3,3,3,NA,5,NA,3,NA,NA,4,5,3,NA,NA,NA,2.25,2.5,4
"12_2790","12","EN","f",41,1,5,4,NA,5,4,5,4,NA,3,NA,3,4,4,NA,4,NA,5,NA,NA,4,4,4,NA,NA,NA,4.5,4,4
"12_2944","12","EN","f",38,4,4,6,NA,6,5,5,4,NA,5,NA,6,5,6,NA,5,NA,5,NA,NA,4,5,6,NA,NA,NA,5.25,5,5.5
"12_2061","12","EN","m",45,4,5,4,NA,4,3,4,4,NA,5,NA,3,5,6,NA,3,NA,4,NA,NA,5,4,5,NA,NA,NA,4,5,4.5
"12_682","12","EN","m",34,NA,4,4,NA,4,5,5,5,NA,1,NA,5,3,1,NA,2,NA,6,NA,NA,5,3,1,NA,NA,NA,4.25,3,2
"12_543","12","EN","f",68,1,3,3,NA,4,4,6,4,NA,2,NA,4,1,5,NA,3,NA,2,NA,NA,3,4,3,NA,NA,NA,3.5,4.5,3.5
"12_540","12","EN","m",44,6,5,4,NA,5,6,6,3,NA,2,NA,2,5,5,NA,6,NA,5,NA,NA,5,6,5,NA,NA,NA,5,4,5.5
"12_541","12","EN","f",77,4,3,4,NA,4,3,5,3,NA,1,NA,4,2,4,NA,2,NA,3,NA,NA,4,3,3,NA,NA,NA,3.5,3.5,3
"12_547","12","EN","f",66,1,4,4,NA,4,3,4,4,NA,4,NA,4,4,4,NA,3,NA,4,NA,NA,4,4,3,NA,NA,NA,3.75,4,3.5
"12_542","12","EN","f",70,6,3,5,NA,3,5,5,2,NA,1,NA,2,1,3,NA,4,NA,1,NA,NA,3,1,4,NA,NA,NA,4,2.5,2.5
"12_501","12","EN","m",71,6,5,4,NA,3,4,4,4,NA,2,NA,4,4,4,NA,3,NA,2,NA,NA,4,2,3,NA,NA,NA,4,4,2.5
"12_829","12","EN","m",44,1,1,1,NA,1,2,1,3,NA,2,NA,2,4,1,NA,6,NA,1,NA,NA,4,4,5,NA,NA,NA,1.25,2,4.5
"12_828","12","EN","m",58,1,3,2,NA,1,2,4,4,NA,3,NA,4,4,5,NA,4,NA,3,NA,NA,3,4,4,NA,NA,NA,2,4.5,4
"12_583","12","EN","f",63,4,4,6,NA,5,5,6,4,NA,4,NA,6,4,2,NA,3,NA,2,NA,NA,3,4,5,NA,NA,NA,5,3,4.5
"12_795","12","EN","f",63,4,3,6,NA,5,2,5,3,NA,3,NA,3,4,6,NA,4,NA,5,NA,NA,4,4,6,NA,NA,NA,4,4.5,5
"12_2548","12","EN","f",25,1,1,2,NA,1,6,6,5,NA,5,NA,5,1,5,NA,6,NA,5,NA,NA,6,6,5,NA,NA,NA,2.5,5,5.5
"12_367","12","EN","f",72,1,4,4,NA,4,4,4,4,NA,3,NA,4,2,4,NA,4,NA,4,NA,NA,4,4,5,NA,NA,NA,4,4,4.5
"12_372","12","EN","m",57,4,3,4,NA,4,2,4,3,NA,3,NA,4,4,4,NA,4,NA,4,NA,NA,4,4,4,NA,NA,NA,3.25,3.5,4
"12_400","12","EN","f",26,1,4,4,NA,4,4,5,4,NA,2,NA,4,3,4,NA,3,NA,3,NA,NA,4,3,2,NA,NA,NA,4,4,2.5
"12_473","12","EN","f",64,4,3,5,NA,5,5,5,4,NA,3,NA,5,4,5,NA,4,NA,5,NA,NA,5,3,4,NA,NA,NA,4.5,4.5,3.5
"12_475","12","EN","m",70,6,4,5,NA,5,5,5,5,NA,4,NA,5,4,5,NA,5,NA,5,NA,NA,5,5,5,NA,NA,NA,4.75,5,5
"12_1609","12","EN","f",29,1,4,5,NA,6,5,6,1,NA,4,NA,6,4,6,NA,6,NA,4,NA,NA,6,5,4,NA,NA,NA,5,3.5,4.5
"12_1923","12","EN","m",53,4,2,4,NA,5,4,5,3,NA,3,NA,4,4,5,NA,3,NA,4,NA,NA,5,3,3,NA,NA,NA,3.75,4,3
"12_1801","12","EN","m",52,4,4,3,NA,4,3,4,3,NA,1,NA,4,4,4,NA,4,NA,4,NA,NA,4,4,4,NA,NA,NA,3.5,3.5,4
"12_1341","12","EN","m",55,4,6,4,NA,5,5,6,1,NA,4,NA,6,6,6,NA,6,NA,6,NA,NA,6,4,6,NA,NA,NA,5,3.5,5
"12_1061","12","EN","f",29,6,4,3,NA,3,3,3,4,NA,2,NA,6,4,3,NA,4,NA,2,NA,NA,5,3,2,NA,NA,NA,3.25,3.5,2.5
"12_1004","12","EN","m",57,6,3,3,NA,3,4,5,3,NA,1,NA,5,3,3,NA,4,NA,6,NA,NA,4,4,4,NA,NA,NA,3.25,3,4
"12_889","12","EN","m",47,1,4,3,NA,3,5,4,3,NA,3,NA,4,3,4,NA,3,NA,4,NA,NA,4,3,2,NA,NA,NA,3.75,3.5,2.5
"12_1212","12","EN","f",22,1,1,2,NA,3,1,2,1,NA,1,NA,1,1,2,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,1.75,1.5,1
"12_1029","12","EN","f",29,1,3,3,NA,4,5,5,4,NA,4,NA,4,4,3,NA,4,NA,4,NA,NA,5,3,4,NA,NA,NA,3.75,3.5,3.5
"12_961","12","EN","m",36,6,5,4,NA,5,5,6,2,NA,3,NA,4,3,4,NA,6,NA,3,NA,NA,5,6,4,NA,NA,NA,4.75,3,5
"12_959","12","EN","m",45,6,5,3,NA,3,3,5,2,NA,5,NA,5,4,5,NA,4,NA,2,NA,NA,4,4,4,NA,NA,NA,3.5,3.5,4
"12_2784","12","EN","f",43,1,1,2,NA,3,1,6,1,NA,1,NA,5,1,2,NA,1,NA,1,NA,NA,5,2,1,NA,NA,NA,1.75,1.5,1.5
"12_2010","12","EN","f",28,1,4,4,NA,3,4,1,2,NA,3,NA,3,4,5,NA,3,NA,5,NA,NA,4,3,1,NA,NA,NA,3.75,3.5,2
"12_716","12","EN","f",61,4,4,3,NA,2,3,5,2,NA,4,NA,5,1,4,NA,2,NA,3,NA,NA,5,3,3,NA,NA,NA,3,3,3
"12_861","12","EN","f",63,6,4,4,NA,3,3,6,1,NA,2,NA,5,1,1,NA,3,NA,4,NA,NA,5,3,2,NA,NA,NA,3.5,1,2.5
"12_688","12","EN","f",64,NA,2,3,NA,4,3,3,3,NA,3,NA,5,4,4,NA,2,NA,3,NA,NA,4,1,4,NA,NA,NA,3,3.5,2.5
"12_676","12","EN","f",28,4,3,5,NA,4,5,5,3,NA,2,NA,5,2,1,NA,3,NA,2,NA,NA,5,3,2,NA,NA,NA,4.25,2,2.5
"12_609","12","EN","f",65,4,4,2,NA,3,4,6,3,NA,4,NA,5,2,3,NA,4,NA,1,NA,NA,4,3,1,NA,NA,NA,3.25,3,2
"12_823","12","EN","f",65,6,4,4,NA,4,4,5,4,NA,2,NA,4,4,4,NA,5,NA,4,NA,NA,4,4,5,NA,NA,NA,4,4,4.5
"12_354","12","EN","m",47,4,4,4,NA,5,4,6,4,NA,3,NA,5,3,5,NA,3,NA,4,NA,NA,5,4,5,NA,NA,NA,4.25,4.5,4.5
"12_412","12","EN","f",27,1,6,5,NA,5,4,6,2,NA,2,NA,6,2,6,NA,2,NA,5,NA,NA,6,6,5,NA,NA,NA,5,4,5.5
"12_415","12","EN","f",68,6,3,5,NA,5,4,6,4,NA,3,NA,4,3,3,NA,3,NA,2,NA,NA,3,4,5,NA,NA,NA,4.25,3.5,4.5
"12_416","12","EN","f",76,6,3,4,NA,4,3,4,3,NA,4,NA,4,5,3,NA,4,NA,4,NA,NA,4,4,3,NA,NA,NA,3.5,3,3.5
"12_417","12","EN","m",60,1,3,3,NA,5,4,4,4,NA,3,NA,4,3,4,NA,3,NA,5,NA,NA,4,4,4,NA,NA,NA,3.75,4,4
"12_490","12","EN","m",54,6,3,3,NA,4,4,5,5,NA,3,NA,5,4,5,NA,4,NA,4,NA,NA,5,4,5,NA,NA,NA,3.5,5,4.5
"12_493","12","EN","f",68,6,2,4,NA,4,4,4,4,NA,3,NA,2,2,4,NA,3,NA,2,NA,NA,4,3,2,NA,NA,NA,3.5,4,2.5
"12_491","12","EN","f",75,6,3,5,NA,3,2,6,1,NA,1,NA,5,4,6,NA,1,NA,2,NA,NA,4,4,6,NA,NA,NA,3.25,3.5,5
"12_385","12","EN","f",20,1,1,1,NA,1,1,5,1,NA,1,NA,4,1,6,NA,1,NA,1,NA,NA,6,1,4,NA,NA,NA,1,3.5,2.5
"12_1570","12","EN","m",50,1,4,2,NA,5,5,6,1,NA,1,NA,2,2,1,NA,4,NA,3,NA,NA,5,2,5,NA,NA,NA,4,1,3.5
"12_1906","12","EN","m",58,NA,2,4,NA,4,2,4,4,NA,4,NA,4,5,3,NA,4,NA,4,NA,NA,4,4,4,NA,NA,NA,3,3.5,4
"12_1851","12","EN","f",26,1,3,3,NA,4,4,5,5,NA,4,NA,5,4,3,NA,4,NA,4,NA,NA,5,4,4,NA,NA,NA,3.5,4,4
"12_1047","12","EN","m",36,6,4,3,NA,3,3,2,5,NA,4,NA,6,4,6,NA,3,NA,4,NA,NA,4,3,2,NA,NA,NA,3.25,5.5,2.5
"12_1046","12","EN","f",29,1,1,4,NA,5,3,5,3,NA,2,NA,6,1,3,NA,5,NA,5,NA,NA,4,5,5,NA,NA,NA,3.25,3,5
"12_1120","12","EN","m",57,6,4,5,NA,3,6,4,4,NA,4,NA,3,2,5,NA,4,NA,5,NA,NA,4,4,3,NA,NA,NA,4.5,4.5,3.5
"12_872","12","EN","f",73,NA,3,3,NA,3,3,4,4,NA,3,NA,4,3,4,NA,4,NA,2,NA,NA,4,4,3,NA,NA,NA,3,4,3.5
"12_1199","12","EN","m",47,6,3,1,NA,2,2,3,5,NA,4,NA,5,4,5,NA,4,NA,5,NA,NA,4,2,5,NA,NA,NA,2,5,3.5
"12_942","12","EN","m",51,6,4,4,NA,5,1,4,6,NA,1,NA,5,4,1,NA,4,NA,5,NA,NA,1,4,6,NA,NA,NA,3.5,3.5,5
"12_1081","12","EN","f",27,4,3,3,NA,4,4,4,3,NA,3,NA,5,3,3,NA,3,NA,4,NA,NA,4,3,4,NA,NA,NA,3.5,3,3.5
"12_1155","12","EN","m",48,6,6,3,NA,4,4,5,3,NA,4,NA,4,3,5,NA,5,NA,4,NA,NA,4,4,4,NA,NA,NA,4.25,4,4
"12_2809","12","EN","f",41,1,2,3,NA,3,3,5,2,NA,2,NA,4,3,3,NA,3,NA,4,NA,NA,4,3,3,NA,NA,NA,2.75,2.5,3
"12_628","12","EN","f",61,4,6,6,NA,4,4,5,5,NA,4,NA,5,5,5,NA,6,NA,5,NA,NA,5,5,4,NA,NA,NA,5,5,4.5
"12_774","12","EN","m",45,4,5,5,NA,4,4,5,4,NA,3,NA,6,1,4,NA,5,NA,3,NA,NA,5,4,5,NA,NA,NA,4.5,4,4.5
"12_523","12","EN","m",44,6,5,5,NA,5,2,6,5,NA,5,NA,6,5,5,NA,6,NA,6,NA,NA,2,5,1,NA,NA,NA,4.25,5,3
"12_524","12","EN","f",70,6,4,4,NA,3,4,4,3,NA,2,NA,2,2,3,NA,2,NA,6,NA,NA,5,3,4,NA,NA,NA,3.75,3,3.5
"12_535","12","EN","m",72,NA,4,4,NA,4,3,4,5,NA,5,NA,5,3,5,NA,5,NA,5,NA,NA,4,2,5,NA,NA,NA,3.75,5,3.5
"12_843","12","EN","f",60,4,3,5,NA,6,5,6,6,NA,4,NA,6,5,4,NA,5,NA,6,NA,NA,6,5,6,NA,NA,NA,4.75,5,5.5
"12_593","12","EN","f",70,4,4,3,NA,4,3,4,3,NA,2,NA,4,3,3,NA,2,NA,3,NA,NA,4,4,1,NA,NA,NA,3.5,3,2.5
"12_813","12","EN","m",58,4,5,4,NA,3,4,4,5,NA,4,NA,4,3,3,NA,4,NA,4,NA,NA,3,5,5,NA,NA,NA,4,4,5
"12_409","12","EN","f",26,4,5,5,NA,6,4,5,5,NA,6,NA,5,5,3,NA,5,NA,5,NA,NA,4,5,3,NA,NA,NA,5,4,4
"12_349","12","EN","m",68,4,2,2,NA,4,2,5,1,NA,1,NA,5,5,5,NA,3,NA,4,NA,NA,5,3,3,NA,NA,NA,2.5,3,3
"12_1313","12","EN","m",34,1,2,4,NA,3,3,5,2,NA,2,NA,1,2,3,NA,2,NA,4,NA,NA,5,2,5,NA,NA,NA,3,2.5,3.5
"12_1525","12","EN","f",21,4,5,4,NA,4,4,6,4,NA,4,NA,5,6,6,NA,3,NA,4,NA,NA,4,5,4,NA,NA,NA,4.25,5,4.5
"12_1040","12","EN","m",58,6,4,4,NA,6,3,4,5,NA,6,NA,5,6,6,NA,4,NA,4,NA,NA,4,4,5,NA,NA,NA,4.25,5.5,4.5
"12_1114","12","EN","m",56,4,1,6,NA,6,6,6,6,NA,4,NA,6,6,6,NA,4,NA,6,NA,NA,6,6,6,NA,NA,NA,4.75,6,6
"12_865","12","EN","m",49,6,1,6,NA,3,5,6,4,NA,4,NA,5,5,4,NA,5,NA,4,NA,NA,5,6,5,NA,NA,NA,3.75,4,5.5
"12_1192","12","EN","m",25,6,1,6,NA,6,1,6,6,NA,6,NA,6,6,6,NA,6,NA,6,NA,NA,6,6,6,NA,NA,NA,3.5,6,6
"12_2101","12","EN","f",26,4,3,3,NA,4,3,4,5,NA,4,NA,4,3,4,NA,4,NA,2,NA,NA,3,3,1,NA,NA,NA,3.25,4.5,2
"12_2021","12","EN","m",55,4,4,4,NA,4,4,5,5,NA,4,NA,5,4,6,NA,2,NA,4,NA,NA,5,3,4,NA,NA,NA,4,5.5,3.5
"12_769","12","EN","m",65,4,4,4,NA,4,4,4,4,NA,3,NA,4,3,3,NA,4,NA,4,NA,NA,5,4,3,NA,NA,NA,4,3.5,3.5
"12_768","12","EN","f",61,4,3,5,NA,4,5,4,2,NA,4,NA,5,4,5,NA,3,NA,6,NA,NA,5,4,5,NA,NA,NA,4.25,3.5,4.5
"12_588","12","EN","f",63,1,3,4,NA,3,4,4,3,NA,3,NA,5,2,4,NA,3,NA,4,NA,NA,4,3,3,NA,NA,NA,3.5,3.5,3
"12_586","12","EN","m",53,1,3,3,NA,4,4,4,3,NA,2,NA,2,4,3,NA,4,NA,3,NA,NA,5,4,4,NA,NA,NA,3.5,3,4
"12_730","12","EN","f",64,4,3,4,NA,4,4,4,3,NA,2,NA,3,3,5,NA,4,NA,3,NA,NA,4,3,2,NA,NA,NA,3.75,4,2.5
"12_804","12","EN","f",64,4,6,4,NA,1,1,6,1,NA,1,NA,6,1,1,NA,1,NA,1,NA,NA,6,1,1,NA,NA,NA,3,1,1
"12_2394","12","EN","f",26,1,1,4,NA,4,6,4,1,NA,3,NA,6,3,6,NA,6,NA,4,NA,NA,3,4,4,NA,NA,NA,3.75,3.5,4
"12_361","12","EN","m",53,6,2,5,NA,5,4,5,2,NA,2,NA,3,2,5,NA,4,NA,5,NA,NA,2,4,5,NA,NA,NA,4,3.5,4.5
"12_360","12","EN","f",77,NA,3,3,NA,2,3,4,3,NA,4,NA,4,4,4,NA,2,NA,2,NA,NA,4,2,2,NA,NA,NA,2.75,3.5,2
"12_422","12","EN","m",71,6,4,4,NA,4,4,5,4,NA,3,NA,4,3,5,NA,3,NA,4,NA,NA,5,4,3,NA,NA,NA,4,4.5,3.5
"12_495","12","EN","m",54,1,3,4,NA,4,4,5,3,NA,3,NA,4,5,4,NA,4,NA,4,NA,NA,4,4,3,NA,NA,NA,3.75,3.5,3.5
"12_394","12","EN","f",29,6,2,4,NA,3,5,5,4,NA,4,NA,5,5,4,NA,4,NA,5,NA,NA,4,3,4,NA,NA,NA,3.5,4,3.5
"12_390","12","EN","f",26,6,3,4,NA,3,4,4,3,NA,4,NA,6,4,6,NA,3,NA,4,NA,NA,3,3,4,NA,NA,NA,3.5,4.5,3.5
"12_391","12","EN","f",23,6,2,5,NA,5,3,4,4,NA,5,NA,4,4,5,NA,4,NA,2,NA,NA,4,4,2,NA,NA,NA,3.75,4.5,3
"12_463","12","EN","m",74,4,5,4,NA,4,5,5,4,NA,2,NA,6,4,5,NA,4,NA,4,NA,NA,4,2,2,NA,NA,NA,4.5,4.5,2
"12_462","12","EN","f",73,4,4,4,NA,6,3,6,4,NA,2,NA,4,4,5,NA,4,NA,4,NA,NA,5,2,4,NA,NA,NA,4.25,4.5,3
"12_464","12","EN","f",72,1,2,3,NA,3,4,5,4,NA,4,NA,3,4,4,NA,4,NA,2,NA,NA,5,4,4,NA,NA,NA,3,4,4
"12_1630","12","EN","m",25,4,4,4,NA,3,4,5,3,NA,4,NA,4,4,4,NA,5,NA,4,NA,NA,4,5,4,NA,NA,NA,3.75,3.5,4.5
"12_1402","12","EN","m",54,4,3,4,NA,3,4,4,4,NA,4,NA,4,5,4,NA,2,NA,4,NA,NA,5,4,3,NA,NA,NA,3.5,4,3.5
"12_1253","12","EN","m",45,4,3,4,NA,4,4,5,2,NA,3,NA,4,4,5,NA,3,NA,4,NA,NA,5,4,4,NA,NA,NA,3.75,3.5,4
"12_1255","12","EN","m",39,1,1,2,NA,2,4,6,3,NA,3,NA,4,5,5,NA,3,NA,3,NA,NA,4,3,3,NA,NA,NA,2.25,4,3
"12_1058","12","EN","m",45,4,6,4,NA,5,6,4,4,NA,4,NA,5,4,5,NA,4,NA,6,NA,NA,5,5,6,NA,NA,NA,5.25,4.5,5.5
"12_989","12","EN","m",38,6,3,3,NA,2,4,4,3,NA,3,NA,5,4,3,NA,4,NA,4,NA,NA,4,4,4,NA,NA,NA,3,3,4
"12_1202","12","EN","m",54,4,3,5,NA,4,2,4,3,NA,4,NA,5,3,5,NA,4,NA,4,NA,NA,2,5,5,NA,NA,NA,3.5,4,5
"12_949","12","EN","m",30,6,2,3,NA,5,3,3,2,NA,3,NA,5,2,4,NA,1,NA,2,NA,NA,6,2,5,NA,NA,NA,3.25,3,3.5
"12_947","12","EN","m",28,1,3,4,NA,5,5,5,5,NA,4,NA,5,5,4,NA,3,NA,3,NA,NA,5,4,5,NA,NA,NA,4.25,4.5,4.5
"12_954","12","EN","m",58,1,6,5,NA,4,4,6,6,NA,3,NA,6,3,6,NA,6,NA,6,NA,NA,4,6,6,NA,NA,NA,4.75,6,6
"12_951","12","EN","m",43,1,5,5,NA,5,4,5,3,NA,3,NA,5,4,3,NA,6,NA,5,NA,NA,5,5,5,NA,NA,NA,4.75,3,5
"12_2932","12","EN","f",36,1,3,4,NA,5,5,5,3,NA,2,NA,4,1,1,NA,4,NA,4,NA,NA,4,2,4,NA,NA,NA,4.25,2,3
"12_1997","12","EN","m",23,1,5,5,NA,5,5,5,2,NA,2,NA,5,2,5,NA,5,NA,5,NA,NA,4,5,5,NA,NA,NA,5,3.5,5
"12_1954","12","EN","f",28,1,2,6,NA,5,6,6,3,NA,1,NA,5,1,4,NA,2,NA,3,NA,NA,3,3,1,NA,NA,NA,4.75,3.5,2
"12_2297","12","EN","f",28,1,5,4,NA,6,6,4,5,NA,6,NA,5,3,6,NA,4,NA,4,NA,NA,5,5,4,NA,NA,NA,5.25,5.5,4.5
"12_705","12","EN","f",63,1,2,2,NA,3,2,5,3,NA,1,NA,6,4,4,NA,4,NA,5,NA,NA,3,4,4,NA,NA,NA,2.25,3.5,4
"12_781","12","EN","m",64,1,5,4,NA,5,4,6,1,NA,2,NA,6,4,5,NA,4,NA,2,NA,NA,5,5,5,NA,NA,NA,4.5,3,5
"12_780","12","EN","f",65,NA,5,3,NA,4,5,6,2,NA,2,NA,4,2,3,NA,3,NA,3,NA,NA,4,5,4,NA,NA,NA,4.25,2.5,4.5
"12_848","12","EN","f",71,6,3,3,NA,3,4,4,4,NA,3,NA,3,3,3,NA,4,NA,3,NA,NA,4,4,3,NA,NA,NA,3.25,3.5,3.5
"12_856","12","EN","f",70,6,3,4,NA,5,3,6,1,NA,1,NA,3,4,1,NA,3,NA,5,NA,NA,6,1,3,NA,NA,NA,3.75,1,2
"12_671","12","EN","f",66,4,6,3,NA,4,5,6,2,NA,1,NA,4,3,4,NA,4,NA,6,NA,NA,5,5,4,NA,NA,NA,4.5,3,4.5
"12_747","12","EN","m",49,1,3,4,NA,2,2,4,4,NA,4,NA,3,4,3,NA,4,NA,4,NA,NA,4,3,4,NA,NA,NA,2.75,3.5,3.5
"12_817","12","EN","f",66,1,4,1,NA,4,3,5,1,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,4,1,1,NA,NA,NA,3,1,1
"12_365","12","EN","m",64,4,5,6,NA,5,4,6,4,NA,4,NA,4,4,4,NA,4,NA,5,NA,NA,5,5,5,NA,NA,NA,5,4,5
"12_500","12","EN","f",65,6,4,2,NA,1,3,5,2,NA,1,NA,5,1,5,NA,4,NA,3,NA,NA,3,4,5,NA,NA,NA,2.5,3.5,4.5
"12_1793","12","EN","m",43,NA,5,2,NA,4,1,3,3,NA,2,NA,5,4,3,NA,4,NA,2,NA,NA,4,3,4,NA,NA,NA,3,3,3.5
"12_1293","12","EN","m",54,1,3,3,NA,5,2,5,4,NA,2,NA,5,3,4,NA,2,NA,3,NA,NA,3,2,4,NA,NA,NA,3.25,4,3
"12_998","12","EN","m",52,6,5,4,NA,2,4,6,5,NA,4,NA,5,5,5,NA,4,NA,4,NA,NA,5,4,5,NA,NA,NA,3.75,5,4.5
"12_1000","12","EN","m",56,6,6,6,NA,6,2,6,5,NA,6,NA,5,6,6,NA,2,NA,6,NA,NA,6,6,6,NA,NA,NA,5,5.5,6
"12_917","12","EN","f",29,6,5,4,NA,3,4,4,4,NA,5,NA,5,5,4,NA,4,NA,4,NA,NA,4,4,4,NA,NA,NA,4,4,4
"12_1177","12","EN","m",30,1,5,3,NA,3,3,5,5,NA,4,NA,3,5,4,NA,4,NA,2,NA,NA,4,5,4,NA,NA,NA,3.5,4.5,4.5
"12_787","12","EN","f",69,1,3,3,NA,3,4,4,4,NA,3,NA,4,3,4,NA,4,NA,3,NA,NA,4,3,3,NA,NA,NA,3.25,4,3
"12_857","12","EN","f",70,4,5,5,NA,5,5,5,3,NA,2,NA,4,2,4,NA,2,NA,1,NA,NA,5,5,4,NA,NA,NA,5,3.5,4.5
"12_854","12","EN","f",68,1,4,5,NA,4,2,6,2,NA,2,NA,5,4,2,NA,4,NA,5,NA,NA,5,2,3,NA,NA,NA,3.75,2,2.5
"12_822","12","EN","f",72,6,3,4,NA,2,4,6,4,NA,5,NA,5,6,5,NA,5,NA,4,NA,NA,4,4,3,NA,NA,NA,3.25,4.5,3.5
"13_115","13","DE","m",64,2,5,4,NA,5,4,5,3,NA,4,NA,3,2,4,NA,3,NA,4,NA,NA,3,4,4,4.6,3.2,3.6,NA,NA,NA
"13_769","13","DE","f",46,3,4,3,NA,4,4,4,3,NA,3,NA,3,4,3,NA,5,NA,5,NA,NA,3,3,5,3.8,3.2,4.2,NA,NA,NA
"13_454","13","DE","f",27,5,5,5,NA,4,4,5,4,NA,4,NA,5,4,3,NA,4,NA,3,NA,NA,3,4,4,4.6,4,3.6,NA,NA,NA
"13_458","13","DE","m",27,6,3,2,NA,3,4,4,4,NA,3,NA,4,4,3,NA,5,NA,5,NA,NA,3,5,4,3.2,3.6,4.4,NA,NA,NA
"13_447","13","DE","f",24,3,5,5,NA,4,2,5,6,NA,5,NA,5,6,2,NA,6,NA,5,NA,NA,2,6,6,4.2,4.8,5,NA,NA,NA
"13_806","13","DE","m",31,3,2,1,NA,2,1,3,4,NA,6,NA,4,6,4,NA,4,NA,6,NA,NA,4,2,4,1.8,4.8,4,NA,NA,NA
"13_828","13","DE","m",32,3,5,4,NA,5,4,5,5,NA,5,NA,5,5,5,NA,6,NA,6,NA,NA,5,5,5,4.6,5,5.4,NA,NA,NA
"13_135","13","DE","f",19,5,4,6,NA,6,4,6,3,NA,1,NA,3,2,1,NA,6,NA,3,NA,NA,3,5,4,5.2,2,4.2,NA,NA,NA
"13_434","13","DE","f",25,3,3,3,NA,3,4,5,3,NA,3,NA,3,2,5,NA,4,NA,3,NA,NA,4,5,6,3.6,3.2,4.4,NA,NA,NA
"13_483","13","DE","m",27,3,2,1,NA,1,2,4,3,NA,2,NA,2,3,3,NA,3,NA,1,NA,NA,3,3,2,2,2.6,2.4,NA,NA,NA
"13_850","13","DE","f",52,5,5,4,NA,4,6,5,4,NA,4,NA,4,4,5,NA,5,NA,4,NA,NA,4,5,5,4.8,4.2,4.6,NA,NA,NA
"13_370","13","DE","m",39,7,6,3,NA,5,3,4,6,NA,6,NA,5,5,6,NA,6,NA,4,NA,NA,5,6,5,4.2,5.6,5.2,NA,NA,NA
"13_255","13","DE","m",68,2,6,3,NA,4,6,6,1,NA,3,NA,3,3,6,NA,3,NA,3,NA,NA,3,6,1,5,3.2,3.2,NA,NA,NA
"13_760","13","DE","m",53,3,4,4,NA,4,3,6,4,NA,3,NA,1,1,4,NA,1,NA,1,NA,NA,1,4,5,4.2,2.6,2.4,NA,NA,NA
"13_259","13","DE","m",66,2,4,4,NA,3,3,4,3,NA,3,NA,5,3,3,NA,4,NA,4,NA,NA,4,3,4,3.6,3.4,3.8,NA,NA,NA
